domain,comparison,sample,category,n,value
source,block_distribution,before,eb5ec205e9fff7e87e3f105a8afc7f359968f0a16612c3978b18500d00e9fca1,1028,0.00827011415653685
source,block_distribution,before,c9e9717f42e9003ddba4aa04f537d63b6a17989f8e62489466b147d3bd978a12,1128,0.00907459996942954
source,block_distribution,before,245b1c921005c5eae76ba9ca107227b83821ac60f9d32079e716f21d3cb0ac37,1075,0.008648222488596414
source,block_distribution,before,b4176e68e6c1e4d177c8772c48efc80cadbb1f4a4207920cdcfa3cd7a06ff7c6,1000,0.008044858128926897
source,block_distribution,before,cb13c6f33a80fe9c126497e97970a16a90a96ebf3cec0a6abaa6b20826c42862,1000,0.008044858128926897
source,block_distribution,before,66a69421d8daa47a5331adf253741c6bae90b1319fa5a7bdd3bd0a058aceb30f,1000,0.008044858128926897
source,block_distribution,before,cf1c09d8436e2f42149f5262054522fb0f44292b3444805cb45508c69fb5e1cf,1200,0.009653829754712276
source,block_distribution,before,472b6d06ec616afd1f38b3c825891e6bbaba9a6f80e2885986b432560a74d892,1200,0.009653829754712276
source,block_distribution,before,a80b2dea746366bb80ab6e1b08089d18ce49b0ff7c1c81b4fcdb489abf0c35c1,1200,0.009653829754712276
source,block_distribution,before,3acec4a87584c5d44c329684a8e679f72ded322e1922f45a221fd9cd2215633e,1200,0.009653829754712276
source,block_distribution,before,1d3ef87a6b0e393d2d1f0f0f3f619ea28424f2e3a3004ffabf2786bfd3871ef9,1200,0.009653829754712276
source,block_distribution,before,97aef3ef1cfbef42801395d87f32b3628b23f6d3de28087198870d4f2550055b,1200,0.009653829754712276
source,block_distribution,before,f789525d6cbaaeeec671792bdba3add039cdc36b83c2cf509ae2e3f8e7a5aae0,1200,0.009653829754712276
source,block_distribution,before,7579552c5c868db022e7fa3b5cbe047e0c71d197ed6f13a00bad2c80ca32e56b,1200,0.009653829754712276
source,block_distribution,before,c10bb48ce438ecf3915cbfbfba26ff730b811c27511fc9b8cdb9f090abce2603,1016,0.008173575858989727
source,block_distribution,before,1523ef3f012acaaf0ca938225299249bf7e9cb76dcf662e16f24830ab88a2e02,1000,0.008044858128926897
source,block_distribution,before,12d27f0f6a556be6c625a1c8e509e7aa9b8081bd07014e419d3aca57e1acbe80,1000,0.008044858128926897
source,block_distribution,before,409e344a63a2f0c94af7aad2fd68ed586b9454f5d739b14548f0b7d53362f924,1200,0.009653829754712276
source,block_distribution,before,d962105a3513bb67eb77b8fac3f0b9d5d3a3b3af2ceec04140f20971867791af,1200,0.009653829754712276
source,block_distribution,before,319ddfdec41de16f3e76200807d6206ddcae0c6591206fdddb187420ff4d8b9f,1200,0.009653829754712276
source,block_distribution,before,1664c5f5c125def96725710cd57bb3513e0de011200952707d03fed1a353aef5,1200,0.009653829754712276
source,block_distribution,before,9550fc5c7c1cc80e0e50bdebf6428f8aab57a254140a90690320cd464f3d0bc0,1200,0.009653829754712276
source,block_distribution,before,0e1e837254cb586aa2b87499026a0acccc5191fec2a1d559f97cd339fd5b84d6,1200,0.009653829754712276
source,block_distribution,before,3d87fafeac73fa453c0ac4e4a336532e3a15640aaf098cae811f3f86cb6dfcc7,1200,0.009653829754712276
source,block_distribution,before,eed5782b807285d5aacca0c949eda386ccfb9cfefc1444b776148647a70eb79a,1200,0.009653829754712276
source,block_distribution,before,dfdc18b49e82d051a38eae95731353e89a0bf96764b69d1143858ac0ec6ee166,1200,0.009653829754712276
source,block_distribution,before,d16983f22d4d342e94cea1643124232038e14dd1f23ec50d77ceb12c8399185e,1021,0.00821380014963436
source,block_distribution,before,42739dc50fade03a4357ee9157cacc614cb8de7d0c92a44721fc01e4869d31ef,1009,0.008117261852087238
source,block_distribution,before,cf6ded0b2503cf4635b9b77c3e8ebb7eb1276ed50af07277e24fd420e882ecb8,1067,0.008583863623564999
source,block_distribution,before,e57872ba6c13d1acae3550afac54dd8dae131141e74f562016344de1bf81e278,1073,0.00863213277233856
source,block_distribution,before,205355ee339205bfaec389eab3df2fafce83f37c8b9f4328d5baabd55336e3d6,1200,0.009653829754712276
source,block_distribution,before,3f87eb6d8995d89b0cc227003772dce1fc7f8914ea4852a246474eb11da23c02,1200,0.009653829754712276
source,block_distribution,before,16d98ae0ff6eadd77499aa677ee943808803eea842515c68e0d7f892f2fd9bfe,1200,0.009653829754712276
source,block_distribution,before,30f311ed038d6f646771901bed4e82ad2415aaf29a380fe49509fa2eb1f0a343,1200,0.009653829754712276
source,block_distribution,before,1bf6cf8679128a5d3a76b5b30e8715a5a158ea6aa7be4087e88f8fd32673a6da,1200,0.009653829754712276
source,block_distribution,before,8c58f207795c8b8c42a891f660f1987980d9cd8ae9841b1c35936402cf32cbe4,1200,0.009653829754712276
source,block_distribution,before,7a546463a740163590a00f22bdaeb77a1027aa2a870a0674ad716836aea305d6,1200,0.009653829754712276
source,block_distribution,before,d1034e9a281fe4caed76a268da916db0e748b0d8314ce1108b9724917ad7a958,1200,0.009653829754712276
source,block_distribution,before,06d887ea2c9d387c705754940f28c674a3efe1f97bfd6362f91db039f3a6e485,1106,0.008897613090593148
source,block_distribution,before,530148f0683176a0d7c64fd0e2a18b5c8ed9f1fba3c041aca17390a25306b636,297,0.0023893228642912884
source,block_distribution,before,9d4541ce63b1d02af894e0c9cb10f0d0091e78cfcbeac1fc6cd503e87293806b,1200,0.009653829754712276
source,block_distribution,before,4ede1eae066147c9f3e4f6662841809211e87b55943067a523e8834ef559c603,1200,0.009653829754712276
source,block_distribution,before,235294d363fe3b0cdad9ce8d9a3efdda9d564924a211b92d611d292ff37cf56c,1200,0.009653829754712276
source,block_distribution,before,a9e9a9634866bac9ebd2e853c1d6b87eee6a1ebee0600cc4b26ac68ca058223c,1200,0.009653829754712276
source,block_distribution,before,9c6db86d5122b9dcf23672b6eccf62001ab7c817056f0ac04f205b9a4d282d5e,1089,0.00876085050240139
source,block_distribution,before,403dddab6590c9e16b95709e3684d05f322f8142150e71451517a63e6fd1fce9,1200,0.009653829754712276
source,block_distribution,before,a2abea4eac8d63f57fe3acc10ff4ba17d8fea0aab64762ae6a789a8b04199e78,1168,0.009396394294586614
source,block_distribution,before,98002c397dc859c37f99a8415eae1c454d9010f95362d4aa86ce841d82602b6a,1200,0.009653829754712276
source,block_distribution,before,d7ec65680266c65dc4ce8ac88c4b325ae5096acbc15ab3a51f66e8833adaec9d,1200,0.009653829754712276
source,block_distribution,before,cb9248e70373de2b539401edfcb66a52e53149ac71c997769f9845c4902ad4fb,846,0.0068059499770721545
source,block_distribution,before,7ad5d2c204f9be32f09282ba6e7073b6c4bb672f1bff31a64a7aed5c5b270658,1178,0.009476842875875883
source,block_distribution,before,8ad0debc063e6ae994a4c0c369670903093ee070ddaa402ff1697f8d6df4d443,1200,0.009653829754712276
source,block_distribution,before,ca7130bdac006286b50bdd06f1b9e8a6071725895871e5e8d5fe6e00e6ca0a00,1200,0.009653829754712276
source,block_distribution,before,4f6ca159dddd59bca06537a1b56b5a724df4ba23cdbe25c6732a58a1f613195a,1200,0.009653829754712276
source,block_distribution,before,d073a0b573d782717c8966a2edb26f089ac0451eb2a4a50f92692124619713f7,1200,0.009653829754712276
source,block_distribution,before,bf8d0a042254778436df4d4e1d8731a8641bb035137aa21fc8babeabec8249dd,1200,0.009653829754712276
source,block_distribution,before,1499a3f7f17d1fc3746eac724e8454e24fb218aeca4e621b456bff17dcfbc7f9,1200,0.009653829754712276
source,block_distribution,before,f8dad9c262037b04f646de729fd2592e897f969e760ad8388f6d597a42bfadb7,1133,0.009114824260074173
source,block_distribution,before,1475c71729c8f2b56431e5504c91db84a47cf0acdbf272cd743c4e5ded2e7ab5,864,0.006950757423392838
source,block_distribution,before,52b0617c74d5b9ff49bf1cfa27c173b2354a573e914d261d246b77619993ca38,1187,0.009549246599036226
source,block_distribution,before,d0bc5a0efb4474d9a53872ebdf02d30af6b801c164a6190e2c939068b90ec6c0,1200,0.009653829754712276
source,block_distribution,before,27d234009cc05dc109fe88427f2d95b7cd73900c156845271175bcab9d14a007,1200,0.009653829754712276
source,block_distribution,before,f2be37b6e3ac10580b967d29ad5dbbc6d0beaa74123273576654d16f499053c8,1200,0.009653829754712276
source,block_distribution,before,2c3de52b96617c835050d862f7073c36d3658d3535ae7ddf82036a7339fb860d,905,0.007280596606678841
source,block_distribution,before,6976ecdc807998f23171a40ea7ca0e09ca32564823322f3f5d582dadfdca302e,1200,0.009653829754712276
source,block_distribution,before,0a979bdd38772dc3028a6cf9e38ed56cbeb46c6c85a38b7afd0047196bf342ad,1200,0.009653829754712276
source,block_distribution,before,b45bfc272c7e7650ac6cb05e21dcbadaa16203b75f252a64f73421004ac9d339,1038,0.008350562737826119
source,block_distribution,before,8448b3b1c35ba2ea040d0b29ff22c162a0991d57bf1b91d467da28b9da7c019f,1000,0.008044858128926897
source,block_distribution,before,b6e5eed1898ed2fda7d77a719791f07d59ef42ae50ca4e0b435a31895fa45adb,731,0.005880791292245561
source,block_distribution,before,fecbddc32b5955cd4ee2d0837a0050d166359d6f5b1af53f5212ae499b19f620,196,0.0015767921932696718
source,block_distribution,before,dd4044916f8a489e1a3f714f1749f7702628692bc0b864d40d34b4b71936b2b9,430,0.0034592889954385654
source,agbd,after,mean,109830,117.88335951570087
source,agbd,after,median,109830,96.06870649999999
source,agbd,after,sd,109830,106.16411324206076
source,agbd,after,p10,109830,11.03343677520752
source,agbd,after,p25,109830,24.64972734451294
source,agbd,after,p50,109830,96.06870649999999
source,agbd,after,p75,109830,178.81213375000002
source,agbd,after,p90,109830,259.43134464609375
source,agbd,after,p95,109830,309.642053445019
source,year_distribution,after,2019,19944,0.1815897295820814
source,year_distribution,after,2020,19807,0.18034234726395337
source,year_distribution,after,2021,20982,0.1910406992624966
source,year_distribution,after,2022,17324,0.15773468087043613
source,year_distribution,after,2023,10765,0.09801511426750432
source,year_distribution,after,2024,21008,0.19127742875352818
source,block_distribution,after,c06ae9b14bf6e10c3cb2b50d93d4f4b8293e4f5eb5e169cb6f3a7a49b99db044,463,0.0042156059364472365
source,block_distribution,after,ac600fcb95b98696dd4f1a1306c267bb5ce1341fde8b4eb4d38657fc795cd788,984,0.008959300737503414
source,block_distribution,after,3c92c986107dfbde3ff9614cf537577ed94fa15d40cdd942e0089752468f4b3e,623,0.005672402804333971
source,block_distribution,after,807e3fc6eff363d23edda4459c3b8a9eddbfcbeeabb6cc43649156cb91808703,749,0.006819630337794774
source,block_distribution,after,cfe52bfd828cd37698d3d46a834647d1259e827a120d63cf67edd20c151abbb0,744,0.006774105435673313
source,block_distribution,after,2a2a8faf97e9138790519394232d36927a1f9803f6d24a3b25ea38a11827ad83,820,0.007466083947919512
source,block_distribution,after,0f95ab57159274787a5de8d6570bdcfaaa30a28311621e5244d6bc8e54a51c34,1020,0.00928708003277793
source,block_distribution,after,a3fc42b5e41802f12519c3f4d0549f9b47fd5988ea928f4f41b69f67ebb51bcc,728,0.0066284257488846395
source,block_distribution,after,3daa04a37ee20c48b9f4a061425f09801800310d0bdbe1562c5e56d0efdb0873,996,0.009068560502594919
source,block_distribution,after,0c7f782a6883b0e7dd96602c5d5ee5bad1082c995be1fd083fa7a9b948d0cf21,818,0.007447873987070927
source,block_distribution,after,bf1ea9217fc36c2e1e31d80c2d663c4dc98aab6a06e743243954f53594506929,701,0.0063825912774287535
source,block_distribution,after,9eea5483b5532a19ee2db0dced71e09a8ebf8d1084f9181974b40b96ae9dc3c5,669,0.006091231903851407
source,block_distribution,after,0aeba9ade7a591f40ca83ca17fe0c529ce88df383be1079ade1b79077f4fbeda,879,0.008003277792952745
source,block_distribution,after,4509883a3b35bbfaedd522a56822c57172694539d7a0118ea489857cbeb939ba,736,0.006701265592278976
source,block_distribution,after,a68d8afc7b52ba0af7b0ef55c75e96029bfae80e3def182ba7d0f8abf0106349,1170,0.010652827096421742
source,block_distribution,after,cc12075ac47d5dd2f788358561b5f6190500e6313217950c077baff616fe651b,993,0.009041245561322043
source,block_distribution,after,d481293cc2774e8084d647a76f7792aff7093032bf98585c8c7f04f9be89a075,976,0.008886460894109077
source,block_distribution,after,70259620e5540f6f7260d41729c2dbef77e053f5146bff7bb6aacfe163e3c96a,892,0.008121642538468542
source,block_distribution,after,67473297e43702a3c8a2e58252f27d20dff65b62f10b40eb4d48c18f121db71d,818,0.007447873987070927
source,block_distribution,after,ad6026125f5ff4343c6bb21b5415cf070d8fc4370e93172f1152388adb641849,752,0.00684694527906765
source,block_distribution,after,5e8be6b2d7e2d419db94054e7478e1a86b013663e897eb65fb1aa49ba050308e,862,0.00784849312573978
source,block_distribution,after,6ea1c3dd7f05300fd40057addf8063e622e95708218d76fa3a5980a655630974,992,0.009032140580897751
source,block_distribution,after,3c384ba67e04bb163c9b10f315848b5c98ec9b4fe2aebc2e0711d25e1c996858,798,0.007265774378585086
source,block_distribution,after,f218a0fa9046c2bfbf6b12ac20b9d015dbefc55c5f63690a0f9638d70235fb37,794,0.007229354456887918
source,block_distribution,after,391ad2076ffc410c60265e47b50cebcbc92ff81c20a87d91f471ce6e7e80401c,1173,0.010680142037694618
source,block_distribution,after,37368385abf1ea597e50ac93cb4d043e75cfca8ce8856fb2294470a13d263ce7,985,0.008968405717927706
source,block_distribution,after,70b11646f80e1d52fa6b04ed4f5e6f64484fd1d9d574ccd6f031fdcde050abbd,974,0.008868250933260494
source,block_distribution,after,c8335c17b49145bc065a0eb495fd3f001d81e8fa03f8d90642bcf6184b2689c4,872,0.007939542929982701
source,block_distribution,after,83b1e6c3986f8020650b26320f0f270429862d3cbec2505a49ef515f64a21c64,986,0.008977510698351999
source,block_distribution,after,80ede8118165a0a4ed1554c0166af861299281de7e4696ab147ac975b8a3756b,1000,0.009104980424292088
source,block_distribution,after,5dd2f68e7c2951caaf398f2a11951735ab4ddb44205cd461614de292f63c3ced,999,0.009095875443867796
source,block_distribution,after,56c280629a6008f49623318a459575847f062775d0e79e4733cb959feafb4168,1043,0.009496494582536647
source,block_distribution,after,6dd742a543c8c54e7fc6a0a5978308985a81ae3a99eaec48f222543063b1afc6,1124,0.010233997996904307
source,block_distribution,after,ef8c0dbcd3ef2b1e8add6a7d3e851800fa2ba9e242b339880c83fda82a9fb909,999,0.009095875443867796
source,block_distribution,after,6f1e55b46fca7b9d1e1068fc672a2151ee6a90c68e9141257c87c0fc0ec36e9b,912,0.008303742146954384
source,block_distribution,after,704a164d43bcf63de7ef91cfa2eb7e26b9c68cb56427971009860638bc98e971,913,0.008312847127378677
source,block_distribution,after,75b828e95c3fa653022d0881f23fecaeff799b438cb3e644658927ca194534a3,885,0.008057907675498497
source,block_distribution,after,61700cb3872830cdf68cdd6bb1f5e1dccb19f2275203d59c9991b9b3fa24bbab,725,0.006601110807611763
source,block_distribution,after,e1c1a046f1698912dd5ed6de0fb86f550c1005d7edebf47e9e5e3470404a0647,1000,0.009104980424292088
source,block_distribution,after,7559c022454ec52f72a79e239fee4771bf3006714ea0739a6fcc41fe1b6be776,999,0.009095875443867796
source,block_distribution,after,ad70c2978b8d5dd86ffd5edd67a0d546a1ef61431d8ea29d9fd372509636718e,1080,0.009833378858235455
source,block_distribution,after,1e18e22bba290685ad630653042a7a2306a353c460aeb7d4954565ddeccbd017,1109,0.010097423290539925
source,block_distribution,after,954422debf3e7363b3f429ff875c3ecfad1edbcd125e8b63e104cdbee69a925c,1166,0.010616407174724575
source,block_distribution,after,eb5ec205e9fff7e87e3f105a8afc7f359968f0a16612c3978b18500d00e9fca1,940,0.008558681598834562
source,block_distribution,after,c9e9717f42e9003ddba4aa04f537d63b6a17989f8e62489466b147d3bd978a12,1011,0.009205135208959301
source,block_distribution,after,245b1c921005c5eae76ba9ca107227b83821ac60f9d32079e716f21d3cb0ac37,944,0.008595101520531731
source,block_distribution,after,b4176e68e6c1e4d177c8772c48efc80cadbb1f4a4207920cdcfa3cd7a06ff7c6,961,0.008749886187744697
source,block_distribution,after,cb13c6f33a80fe9c126497e97970a16a90a96ebf3cec0a6abaa6b20826c42862,849,0.007730128380223983
source,block_distribution,after,66a69421d8daa47a5331adf253741c6bae90b1319fa5a7bdd3bd0a058aceb30f,795,0.00723845943731221
source,block_distribution,after,cf1c09d8436e2f42149f5262054522fb0f44292b3444805cb45508c69fb5e1cf,1047,0.009532914504233816
source,block_distribution,after,472b6d06ec616afd1f38b3c825891e6bbaba9a6f80e2885986b432560a74d892,1137,0.010352362742420103
source,block_distribution,after,a80b2dea746366bb80ab6e1b08089d18ce49b0ff7c1c81b4fcdb489abf0c35c1,1075,0.009787853956113994
source,block_distribution,after,3acec4a87584c5d44c329684a8e679f72ded322e1922f45a221fd9cd2215633e,1065,0.009696804151871073
source,block_distribution,after,1d3ef87a6b0e393d2d1f0f0f3f619ea28424f2e3a3004ffabf2786bfd3871ef9,1117,0.010170263133934262
source,block_distribution,after,97aef3ef1cfbef42801395d87f32b3628b23f6d3de28087198870d4f2550055b,1179,0.010734771920240372
source,block_distribution,after,f789525d6cbaaeeec671792bdba3add039cdc36b83c2cf509ae2e3f8e7a5aae0,1196,0.010889556587453338
source,block_distribution,after,7579552c5c868db022e7fa3b5cbe047e0c71d197ed6f13a00bad2c80ca32e56b,1175,0.010698351998543203
source,block_distribution,after,c10bb48ce438ecf3915cbfbfba26ff730b811c27511fc9b8cdb9f090abce2603,787,0.007165619593917873
source,block_distribution,after,1523ef3f012acaaf0ca938225299249bf7e9cb76dcf662e16f24830ab88a2e02,856,0.007793863243194027
source,block_distribution,after,12d27f0f6a556be6c625a1c8e509e7aa9b8081bd07014e419d3aca57e1acbe80,923,0.008403896931621597
source,block_distribution,after,409e344a63a2f0c94af7aad2fd68ed586b9454f5d739b14548f0b7d53362f924,1113,0.010133843212237094
source,block_distribution,after,d962105a3513bb67eb77b8fac3f0b9d5d3a3b3af2ceec04140f20971867791af,1131,0.010297732859874351
source,block_distribution,after,319ddfdec41de16f3e76200807d6206ddcae0c6591206fdddb187420ff4d8b9f,1188,0.010816716744059
source,block_distribution,after,1664c5f5c125def96725710cd57bb3513e0de011200952707d03fed1a353aef5,1197,0.010898661567877629
source,block_distribution,after,9550fc5c7c1cc80e0e50bdebf6428f8aab57a254140a90690320cd464f3d0bc0,1198,0.01090776654830192
source,block_distribution,after,0e1e837254cb586aa2b87499026a0acccc5191fec2a1d559f97cd339fd5b84d6,1024,0.009323499954475099
source,block_distribution,after,3d87fafeac73fa453c0ac4e4a336532e3a15640aaf098cae811f3f86cb6dfcc7,957,0.008713466266047527
source,block_distribution,after,eed5782b807285d5aacca0c949eda386ccfb9cfefc1444b776148647a70eb79a,925,0.008422106892470181
source,block_distribution,after,dfdc18b49e82d051a38eae95731353e89a0bf96764b69d1143858ac0ec6ee166,963,0.008768096148593281
source,block_distribution,after,d16983f22d4d342e94cea1643124232038e14dd1f23ec50d77ceb12c8399185e,811,0.007384139124100883
source,block_distribution,after,42739dc50fade03a4357ee9157cacc614cb8de7d0c92a44721fc01e4869d31ef,874,0.007957752890831284
source,block_distribution,after,cf6ded0b2503cf4635b9b77c3e8ebb7eb1276ed50af07277e24fd420e882ecb8,1067,0.009715014112719658
source,block_distribution,after,e57872ba6c13d1acae3550afac54dd8dae131141e74f562016344de1bf81e278,1048,0.009542019484658108
source,block_distribution,after,205355ee339205bfaec389eab3df2fafce83f37c8b9f4328d5baabd55336e3d6,1108,0.010088318310115633
source,block_distribution,after,3f87eb6d8995d89b0cc227003772dce1fc7f8914ea4852a246474eb11da23c02,1098,0.009997268505872712
source,block_distribution,after,16d98ae0ff6eadd77499aa677ee943808803eea842515c68e0d7f892f2fd9bfe,1168,0.01063461713557316
source,block_distribution,after,30f311ed038d6f646771901bed4e82ad2415aaf29a380fe49509fa2eb1f0a343,1012,0.009214240189383592
source,block_distribution,after,1bf6cf8679128a5d3a76b5b30e8715a5a158ea6aa7be4087e88f8fd32673a6da,910,0.0082855321861058
source,block_distribution,after,8c58f207795c8b8c42a891f660f1987980d9cd8ae9841b1c35936402cf32cbe4,914,0.008321952107802968
source,block_distribution,after,7a546463a740163590a00f22bdaeb77a1027aa2a870a0674ad716836aea305d6,956,0.008704361285623236
source,block_distribution,after,d1034e9a281fe4caed76a268da916db0e748b0d8314ce1108b9724917ad7a958,1187,0.010807611763634708
source,block_distribution,after,06d887ea2c9d387c705754940f28c674a3efe1f97bfd6362f91db039f3a6e485,1102,0.010033688427569881
source,block_distribution,after,530148f0683176a0d7c64fd0e2a18b5c8ed9f1fba3c041aca17390a25306b636,214,0.0019484658107985068
source,block_distribution,after,9d4541ce63b1d02af894e0c9cb10f0d0091e78cfcbeac1fc6cd503e87293806b,1160,0.010561777292178822
source,block_distribution,after,4ede1eae066147c9f3e4f6662841809211e87b55943067a523e8834ef559c603,1097,0.00998816352544842
source,block_distribution,after,235294d363fe3b0cdad9ce8d9a3efdda9d564924a211b92d611d292ff37cf56c,1076,0.009796958936538286
source,block_distribution,after,a9e9a9634866bac9ebd2e853c1d6b87eee6a1ebee0600cc4b26ac68ca058223c,789,0.007183829554766458
source,block_distribution,after,9c6db86d5122b9dcf23672b6eccf62001ab7c817056f0ac04f205b9a4d282d5e,977,0.00889556587453337
source,block_distribution,after,403dddab6590c9e16b95709e3684d05f322f8142150e71451517a63e6fd1fce9,999,0.009095875443867796
source,block_distribution,after,a2abea4eac8d63f57fe3acc10ff4ba17d8fea0aab64762ae6a789a8b04199e78,995,0.009059455522170627
source,block_distribution,after,98002c397dc859c37f99a8415eae1c454d9010f95362d4aa86ce841d82602b6a,1093,0.009951743603751251
source,block_distribution,after,d7ec65680266c65dc4ce8ac88c4b325ae5096acbc15ab3a51f66e8833adaec9d,1021,0.00929618501320222
source,block_distribution,after,cb9248e70373de2b539401edfcb66a52e53149ac71c997769f9845c4902ad4fb,699,0.00636438131658017
source,block_distribution,after,7ad5d2c204f9be32f09282ba6e7073b6c4bb672f1bff31a64a7aed5c5b270658,965,0.008786306109441864
source,block_distribution,after,8ad0debc063e6ae994a4c0c369670903093ee070ddaa402ff1697f8d6df4d443,981,0.008931985796230538
source,block_distribution,after,ca7130bdac006286b50bdd06f1b9e8a6071725895871e5e8d5fe6e00e6ca0a00,999,0.009095875443867796
source,block_distribution,after,4f6ca159dddd59bca06537a1b56b5a724df4ba23cdbe25c6732a58a1f613195a,1013,0.009223345169807886
source,block_distribution,after,d073a0b573d782717c8966a2edb26f089ac0451eb2a4a50f92692124619713f7,1179,0.010734771920240372
source,block_distribution,after,bf8d0a042254778436df4d4e1d8731a8641bb035137aa21fc8babeabec8249dd,1198,0.01090776654830192
source,block_distribution,after,1499a3f7f17d1fc3746eac724e8454e24fb218aeca4e621b456bff17dcfbc7f9,1195,0.010880451607029044
source,block_distribution,after,f8dad9c262037b04f646de729fd2592e897f969e760ad8388f6d597a42bfadb7,1004,0.009141400345989256
source,block_distribution,after,1475c71729c8f2b56431e5504c91db84a47cf0acdbf272cd743c4e5ded2e7ab5,859,0.007821178184466903
source,block_distribution,after,52b0617c74d5b9ff49bf1cfa27c173b2354a573e914d261d246b77619993ca38,1187,0.010807611763634708
source,block_distribution,after,d0bc5a0efb4474d9a53872ebdf02d30af6b801c164a6190e2c939068b90ec6c0,1198,0.01090776654830192
source,block_distribution,after,27d234009cc05dc109fe88427f2d95b7cd73900c156845271175bcab9d14a007,1198,0.01090776654830192
source,block_distribution,after,f2be37b6e3ac10580b967d29ad5dbbc6d0beaa74123273576654d16f499053c8,1196,0.010889556587453338
source,block_distribution,after,2c3de52b96617c835050d862f7073c36d3658d3535ae7ddf82036a7339fb860d,888,0.008085222616771373
source,block_distribution,after,6976ecdc807998f23171a40ea7ca0e09ca32564823322f3f5d582dadfdca302e,1180,0.010743876900664664
source,block_distribution,after,0a979bdd38772dc3028a6cf9e38ed56cbeb46c6c85a38b7afd0047196bf342ad,1196,0.010889556587453338
source,block_distribution,after,b45bfc272c7e7650ac6cb05e21dcbadaa16203b75f252a64f73421004ac9d339,1036,0.009432759719566603
source,block_distribution,after,8448b3b1c35ba2ea040d0b29ff22c162a0991d57bf1b91d467da28b9da7c019f,998,0.009086770463443503
source,block_distribution,after,b6e5eed1898ed2fda7d77a719791f07d59ef42ae50ca4e0b435a31895fa45adb,696,0.006337066375307293
source,block_distribution,after,fecbddc32b5955cd4ee2d0837a0050d166359d6f5b1af53f5212ae499b19f620,186,0.0016935263589183283
source,block_distribution,after,dd4044916f8a489e1a3f714f1749f7702628692bc0b864d40d34b4b71936b2b9,429,0.0039060366020213055
source,year_distribution_total_variation,before_vs_after,total_variation_distance,109830,0.04568299409482142
source,block_distribution_total_variation,before_vs_after,total_variation_distance,109830,0.04658410646943354
target,agbd,before,mean,130195,122.73538335966069
target,agbd,before,median,130195,112.415337
target,agbd,before,sd,130195,87.96772645454429
target,agbd,before,p10,130195,26.957548141479492
target,agbd,before,p25,130195,66.520058
target,agbd,before,p50,130195,112.415337
target,agbd,before,p75,130195,159.5709230073242
target,agbd,before,p90,130195,216.32977000000002
target,agbd,before,p95,130195,262.68141199999997
target,year_distribution,before,2019,23130,0.17765659203502437
target,year_distribution,before,2020,30832,0.23681400975459888
target,year_distribution,before,2021,17483,0.13428319059871732
target,year_distribution,before,2022,22846,0.17547524866546335
target,year_distribution,before,2023,6191,0.04755174929912823
target,year_distribution,before,2024,29713,0.22821920964706785
target,block_distribution,before,b116e93e5683cff43fa8384d6b1737a5d04b3a20ad50cd6e448b41ebbf4f9202,21,0.00016129651676331655
target,block_distribution,before,4153b7366288cf900c3e3c0c6b9dae12f1a6ccd038435b2466866978dc643e00,146,0.001121394830830677
target,block_distribution,before,8faf3625e914ee5e743f7cee0afd61bb868a347b094e55716d5e1ae967886971,479,0.0036790967395061254
target,block_distribution,before,3274ad1e63802d7a7ad394e3a454c640b41bc6b0104e7fe70c614f46d92b663b,544,0.004178347862821153
target,block_distribution,before,c7c6ffe42cb1d8c1096e3d9e34eaaa9b068c7df7ab7d763ff8d39f164abf649a,903,0.006935750220822612
target,block_distribution,before,9c166406f026616618fe1e59c356dda2c1425f18daaabd0e4928bf7106d42e52,521,0.004001689773032759
target,block_distribution,before,6849010f85badeea0d56774b752d2b82a577bddb11e8c662b3bb4eddc99cf804,192,0.0014747110104074658
target,block_distribution,before,f250f3809f05bc0db76d66f172b6092a072c324856028c565761c660125c1112,71,0.0005453358423902607
target,block_distribution,before,fb6035c16eda29a4907e9e1af40c4ab52c86b4a0892e6b55d5a217b8eec3f56d,279,0.0021429394369983485
target,block_distribution,before,2e3576f0ea3f69b659e1c48e96e2e94fdf32ac21644d3c82ec87d7bb9148f301,571,0.0043857290986597025
target,block_distribution,before,4078fcd04766a4073454342e6541ce0c55199f1a184ca5523bab52488ea76b82,411,0.003156803256653481
target,block_distribution,before,814d0e1eac17e293159102341d2df5620b8a5257849ecc90dc57e40173dae0e8,1234,0.009478090556472982
target,block_distribution,before,f68d93717f66e51f52ca4f8be6de3dda31c14340b5559b00a00e54f6a987a593,1185,0.009101732017358578
target,block_distribution,before,2f714b4bafcbc79bfa7c6c20498d50dfdd7e01ce637012e32ffd940b4f6bd646,1104,0.008479588309842927
target,block_distribution,before,7daeaff5e438b8d0dc64c50823f48c6b296644727b31161164d349a60f12d2fe,1312,0.010077191904451015
target,block_distribution,before,216991cd9cac17259467011af92cef63cec12e861c5d11f48a2440c9ff6220b6,208,0.0015976035946080878
target,block_distribution,before,3b997c3732a7e35ec3ed70d05b29e483542a554b3c5d60255d3622f9aa703370,1404,0.010783824263604594
target,block_distribution,before,24684a3f18af5fb8d3ff92ccaf2dca7fea5d8b7d1527f445ae505b6eb6d9ce82,1295,0.009946618533737855
target,block_distribution,before,bd97946da715407a87f2a2898a27e182e5737e76ac31dd9b442d623e0fbab38b,606,0.004654556626598564
