shot_number,year,spatial_block_id,spatial_fold,missing_reason
173431100200248808,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
173431100200249063,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
173431100200249139,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
173431100200249236,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200249304,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200249309,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200249313,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200249315,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200249400,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200249470,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
173431100200251889,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
174850000300419554,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
174850500300419539,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
174850500300419554,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
174850500300419601,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
174851100300419153,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
177140300300424540,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177140600300423757,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177140600300423761,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177140600300423762,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177140800300423370,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177140800300423377,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177140800300423382,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177141100300424005,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177141100300424046,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
177141100300424053,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
180600500200243863,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180600500200243897,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180600600200243792,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180600800200243645,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180600800200243752,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180600800200243761,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180600800200243763,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
180601100200243999,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260100300427219,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260100300427366,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260200300427280,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260200300427513,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260300300427640,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427308,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427380,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427410,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427428,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427429,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427528,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427541,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260500300427798,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260600300426651,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260600300426768,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260600300426809,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260600300426897,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426142,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426268,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426271,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426287,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426418,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426429,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426610,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426612,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181260800300426711,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181261100300426793,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181261100300427273,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181261100300427362,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
181410500300419602,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
181410600300418955,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
181411100300418640,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
187360100300221285,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360200300226348,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360500300221316,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360500300221445,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360600300621402,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360600300621523,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360600300621529,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187360800300225988,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
187361100300220859,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
188380000200243888,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380000200243949,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380300200243856,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380500200243707,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380500200243731,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380500200243819,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380500200243946,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380600200243698,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380600200243749,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380600200243774,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380800200243365,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380800200243366,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188380800200243609,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188381100200243735,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
188381100200243859,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
189190000300418814,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190000300418826,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190000300418842,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190000300419019,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190000300419036,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190100300418832,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190100300418835,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190100300418987,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190200300418954,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190200300418963,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190200300419100,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190200300419105,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190200300419179,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190200300419198,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190200300419202,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190300300418939,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190300300419165,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190500300418941,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190500300419158,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190500300419177,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190500300419187,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190600300418680,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190800300418143,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189190800300418418,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189190800300418445,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189191100300418401,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418406,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418408,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418433,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418444,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418452,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418464,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418473,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
189191100300418673,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
189191100300418747,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500000200249776,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500000200251909,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500000200251918,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500000200252215,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500000200252310,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500000200252485,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500000200252486,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500000200252510,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500100200247163,2022,EPSG5070_50KM_28_22,0,DEM_MASKED
192500100200249886,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500100200252457,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500200200249762,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500200200249946,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500200200251747,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500200200251848,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500200200252130,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500200200252253,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500200200252483,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500300200251844,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500300200252101,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500300200252318,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500300200252332,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500300200252378,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500300200252504,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500300200252536,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200249795,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500500200252196,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500500200252197,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500500200252205,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500500200252253,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500500200252626,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200252629,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200252633,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200252645,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200252647,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200252649,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500500200252654,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500600200249209,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500600200249583,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192500600200249586,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192500600200251418,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500600200251551,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500600200251593,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500600200251635,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500600200251758,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500600200252085,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500600200252116,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500600200252128,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500800200249210,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192500800200249430,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192500800200249463,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192500800200251413,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251437,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251553,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251714,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251728,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251768,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251885,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200251990,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192500800200252004,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500800200252005,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192500800200252020,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
192501100200249198,2022,EPSG5070_50KM_29_24,2,DEM_MASKED
192501100200249702,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200249703,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200249704,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200249707,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200249724,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200249732,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200249734,2022,EPSG5070_50KM_30_24,3,DEM_MASKED
192501100200251437,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192501100200251557,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192501100200251981,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192501100200252067,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192501100200252207,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
192501100200252288,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193160000300427548,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160000300428126,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160100300427555,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160100300427775,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160100300427786,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160100300427879,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160100300427933,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160100300427974,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160200300427780,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160200300428060,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160200300428195,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160300300427894,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160300300427977,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160300300427978,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160300300428008,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160300300428140,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160300300428221,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160300300428251,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160500300427726,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160500300427789,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160500300427872,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160500300427889,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160500300427912,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160500300427922,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160500300428058,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160500300428132,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160500300428158,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427550,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427618,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427649,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427665,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427689,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427699,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160600300427735,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160800300427276,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193160800300427537,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160800300427544,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160800300427571,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160800300427576,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160800300427654,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193160800300427691,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193161100300427516,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193161100300427542,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
193161100300427781,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193161100300427790,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193161100300427854,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193161100300427862,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193161100300427882,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193161100300427905,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
193920000300419414,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920000300419451,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920000300419470,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920000300419479,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920000300419568,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920000300419575,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920000300419647,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920100300419338,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920100300419394,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920100300419395,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920100300419400,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920100300419456,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920100300419553,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920100300419568,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920100300419600,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920200300419363,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419374,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419420,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419422,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419430,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419431,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419468,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419471,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920200300419576,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920200300419578,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920300300419340,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419345,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419384,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419391,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419442,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419448,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419449,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920300300419613,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920300300419627,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920300300419669,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920300300419703,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920300300419751,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920500300419398,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419438,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419445,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419447,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419490,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419492,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419542,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419552,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920500300419629,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920500300419647,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920500300419680,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920600300418728,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418729,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418730,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418773,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418780,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418815,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418824,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418826,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418851,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418852,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
193920600300418961,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920600300419070,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920600300419076,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920600300419083,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
193920600300419177,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
195600000300425431,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
195600000300425434,2022,EPSG5070_50KM_28_21,2,DEM_MASKED
198450100200244597,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
198450200200244575,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
198450300200244481,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
198450300200244499,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
198450600200244382,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
198450800200244291,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
198451100200244349,2022,EPSG5070_50KM_26_19,1,DEM_MASKED
207300000200252523,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300100200252358,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300200200252429,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300300200252384,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300300200252521,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300300200252556,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300300200252557,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300300200252563,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300500200252500,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300500200252528,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300500200252662,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300500200252710,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300500200252737,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300500200252782,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300500200252798,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300500200252801,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300500200252816,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252162,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300600200252169,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300600200252291,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300600200252332,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300600200252392,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300600200252421,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252447,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252469,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252488,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252490,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252518,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252528,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300600200252556,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252058,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300800200252118,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300800200252194,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300800200252203,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300800200252222,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300800200252250,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207300800200252283,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252294,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252309,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252336,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252350,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252358,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207300800200252380,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252230,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252253,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252261,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252390,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252395,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252404,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252445,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252496,2022,EPSG5070_50KM_31_26,0,DEM_MASKED
207301100200252538,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252547,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252551,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252558,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252564,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252585,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252590,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252597,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252599,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252607,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252632,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252643,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207301100200252655,2022,EPSG5070_50KM_31_27,4,DEM_MASKED
207910000200243925,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
207910000200244185,2022,EPSG5070_50KM_27_19,1,DEM_MASKED
