representation,source_R2,target_R2,R2_drop,source_RMSE,target_RMSE,RMSE_increase,RMSE_increase_percent,target_RMSE_over_source_RMSE,target_MAE,target_Bias,N
AlphaEarth,0.5768427552440758,-0.5556456255719371,-1.1324883808160129,69.0527159382571,109.7177861225485,40.66507018429141,58.88989249988623,1.5888989249988623,84.5763198722335,55.68284560235628,130195
Conventional,0.4273059690564104,-1.1165793171087626,-1.5438852861651728,80.33248518123392,127.97907703658508,47.64659185535116,59.31173640135516,1.5931173640135516,100.40789331613313,73.59293833091361,130195
