representation,budget,fold,seed,N_train,N_test,R2,RMSE,MAE,Bias
alphaearth,250,4,42,250,19659,0.047570319288538054,81.40905364163265,55.105539692955816,2.721139798479813
dem,250,4,43,250,19659,-0.030476066192630658,84.67889856125113,57.986855269526586,-5.800153160711965
sentinel1_c,250,4,43,250,19659,-0.03338824535761775,84.79846763797912,57.92601913859743,-5.993641232118107
palsar_l,250,4,43,250,19659,-0.07452127331885317,86.46966068710464,59.632083095948616,-5.192815838876951
sentinel1_c_palsar_l,250,4,43,250,19659,-0.0383838503872731,85.00318688149648,58.27243431536816,-5.44280722152611
sentinel1_sentinel2,250,4,43,250,19659,0.015208932184259338,82.78054782878229,55.98026983528471,-3.727389596005141
palsar_sentinel2,250,4,43,250,19659,-0.022150840661280036,84.33614408154683,57.33352666931253,-3.314533693394887
sentinel1_palsar_sentinel2,250,4,43,250,19659,-0.0010294593035773403,83.46024879557646,56.60390272938435,-3.8216984273731933
alphaearth,250,4,43,250,19659,0.08225788391169153,79.91284215686555,53.05430942642794,-4.558096067253558
dem,250,4,44,250,19659,-0.060657526362049685,85.91002289403413,59.14556844909319,-1.7309085850077313
sentinel1_c,250,4,44,250,19659,-0.06058015577070708,85.90688944599414,59.29021075995117,-2.0430548693916153
palsar_l,250,4,44,250,19659,-0.11290881441743905,88.00068177425176,61.62846415581069,1.4828715959013843
sentinel1_c_palsar_l,250,4,44,250,19659,-0.06438504044285254,86.06084912924679,59.756641681436356,0.06446585233344483
sentinel1_sentinel2,250,4,44,250,19659,-0.03260817708161312,84.76645591209657,58.08746188034233,-0.8251218625655533
palsar_sentinel2,250,4,44,250,19659,-0.057703505846029346,85.79030615701686,59.09886689540815,0.10315249511533695
sentinel1_palsar_sentinel2,250,4,44,250,19659,-0.04751317773035635,85.37603729978933,58.98039505165641,1.53724950427672
alphaearth,250,4,44,250,19659,0.055870847909549104,81.05353295218563,53.86557034490237,-3.159654582591036
dem,500,4,42,500,19659,-0.012710383597429376,83.9457816273727,57.4445850686073,-0.12618536528392568
sentinel1_c,500,4,42,500,19659,-0.003947202492325275,83.58179286304917,57.11118808342646,0.5762327553429899
palsar_l,500,4,42,500,19659,-0.004382620444568719,83.59991586189369,57.012833856434085,-0.2569269582313692
sentinel1_c_palsar_l,500,4,42,500,19659,0.009431338325456728,83.02302207833036,56.489215137796414,0.17834191993528878
sentinel1_sentinel2,500,4,42,500,19659,0.018518321107445557,82.64133882333024,56.53251707822149,2.743582760485991
palsar_sentinel2,500,4,42,500,19659,0.02063096454831681,82.55234799459042,56.391002392929146,2.2711382144931243
sentinel1_palsar_sentinel2,500,4,42,500,19659,0.02991571541577409,82.16010398995869,55.96889951249751,2.224366824132298
alphaearth,500,4,42,500,19659,0.079620755347103,80.027574422984,53.89496352160741,3.797523615670551
dem,500,4,43,500,19659,-0.007891447761556813,83.74581739087463,57.602970118206464,-3.0477048624319796
sentinel1_c,500,4,43,500,19659,-0.002660161173344777,83.52820054291145,57.14540652844291,-4.2392515806690545
palsar_l,500,4,43,500,19659,-0.025718473418308463,84.48319591249707,58.16581006505104,-2.7814277787042734
sentinel1_c_palsar_l,500,4,43,500,19659,0.010903027431914847,82.9613254499643,56.5207772359402,-3.882550186604384
sentinel1_sentinel2,500,4,43,500,19659,0.01973601193415908,82.5900577682262,55.9741183893646,-2.9513837583183604
palsar_sentinel2,500,4,43,500,19659,0.012970900957269715,82.87455777575559,56.0972735274226,-2.7591903914094353
sentinel1_palsar_sentinel2,500,4,43,500,19659,0.027504332050243163,82.26215519586728,55.66003112408342,-2.5818302462348837
alphaearth,500,4,43,500,19659,0.10497756742833197,78.91747947637845,52.15523335998941,-2.2758230789401157
dem,500,4,44,500,19659,-0.02254775786958918,84.35251701619724,57.07994266989582,-6.359633049033433
sentinel1_c,500,4,44,500,19659,-0.003489110863001077,83.56272189586932,56.49917499861554,-5.398145510140301
palsar_l,500,4,44,500,19659,-0.014995047687048624,84.04041868739534,57.14544974619768,-4.421066576327094
sentinel1_c_palsar_l,500,4,44,500,19659,0.0022022765474511985,83.32541783690273,56.489045562567455,-4.4020278965889545
sentinel1_sentinel2,500,4,44,500,19659,0.0227196726379576,82.46427098607465,55.202942858312696,-4.3196747231001345
palsar_sentinel2,500,4,44,500,19659,0.006334826240056213,83.15268557643971,55.938121954457536,-2.8836125401595156
sentinel1_palsar_sentinel2,500,4,44,500,19659,0.020382434663074767,82.56282179118178,55.37465662941823,-3.373926925009797
alphaearth,500,4,44,500,19659,0.0867286847298584,79.71795593860087,52.811921207360044,-2.396980398813522
dem,1000,4,42,1000,19659,-0.0027796105701030083,83.53317585579077,57.375778482988984,1.2837307206204531
sentinel1_c,1000,4,42,1000,19659,0.009693693008910875,83.01202691871605,56.94939000748866,1.5641400329114332
palsar_l,1000,4,42,1000,19659,-0.000161018211995545,83.42403805484689,57.15073182194154,1.0672791486863054
sentinel1_c_palsar_l,1000,4,42,1000,19659,0.017062423552549832,82.70260982822403,56.36781578580432,1.178593821863334
sentinel1_sentinel2,1000,4,42,1000,19659,0.04004700662472538,81.72994926883494,55.7546215749867,3.552022175150542
palsar_sentinel2,1000,4,42,1000,19659,0.03573833630220247,81.91316300295614,55.87044851136328,3.340534172078545
sentinel1_palsar_sentinel2,1000,4,42,1000,19659,0.044175549536765724,81.55400878771762,55.60059064926864,3.7185166925244375
alphaearth,1000,4,42,1000,19659,0.09750706351528682,79.24614623140616,53.495724496273056,3.501738507832851
dem,1000,4,43,1000,19659,-0.000605422922965948,83.44257002992568,57.786320641607404,-1.789958895417094
sentinel1_c,1000,4,43,1000,19659,0.014146288390891493,82.8251981718486,57.05719288663852,-2.903098157481393
palsar_l,1000,4,43,1000,19659,-0.008576047359703187,83.77425429286744,57.60208058390545,-1.798813108828792
sentinel1_c_palsar_l,1000,4,43,1000,19659,0.022931624463906286,82.45532810648173,56.46698098954905,-2.408205116651408
sentinel1_sentinel2,1000,4,43,1000,19659,0.04707274122000271,81.43031614074762,55.55837833615755,-1.4170605377158492
palsar_sentinel2,1000,4,43,1000,19659,0.04309326910465516,81.60016754445141,55.71508656681172,-1.2080387536898687
sentinel1_palsar_sentinel2,1000,4,43,1000,19659,0.054464439437029166,81.11388060392747,55.20621972955475,-1.572695029355588
alphaearth,1000,4,43,1000,19659,0.1266145843903118,77.95773517086599,52.24760225076749,-1.3323609682173976
dem,1000,4,44,1000,19659,-0.0012227240443707377,83.46830507441041,56.867815302030955,-1.4143412368630075
sentinel1_c,1000,4,44,1000,19659,0.017930144158475048,82.66609753834803,56.07835746184593,-1.6925355623834877
palsar_l,1000,4,44,1000,19659,-0.002864641164242343,83.53671737425255,57.067355342721235,-0.6641656545379538
sentinel1_c_palsar_l,1000,4,44,1000,19659,0.025298079277020658,82.35541437204347,55.830637446033414,-1.165449278059028
sentinel1_sentinel2,1000,4,44,1000,19659,0.04346628628291049,81.58426148476677,55.034445650732856,-0.6580734119677081
palsar_sentinel2,1000,4,44,1000,19659,0.03276681871586651,82.03927979188464,55.33310842125348,-0.5850907986177638
sentinel1_palsar_sentinel2,1000,4,44,1000,19659,0.04606705623086049,81.47327411600246,54.83991043757026,-0.6710216469104077
alphaearth,1000,4,44,1000,19659,0.09777127039469702,79.2345456366839,52.77522068756037,0.4702344118617427
dem,2500,4,42,2500,19659,0.016137844135658885,82.74149691511923,56.770184640566384,0.866996651848725
sentinel1_c,2500,4,42,2500,19659,0.036021593488413606,81.90113089738003,55.937111304869454,1.051880619310616
palsar_l,2500,4,42,2500,19659,0.021946913978202143,82.49686776793298,56.23517096301922,1.260656185989691
sentinel1_c_palsar_l,2500,4,42,2500,19659,0.040823385181895766,81.696892329863,55.509870678207854,1.3369658231542139
sentinel1_sentinel2,2500,4,42,2500,19659,0.05878342307843465,80.92841402285794,54.858850520337484,2.6402834797961274
palsar_sentinel2,2500,4,42,2500,19659,0.053069403194886955,81.1736959620075,55.1149961299513,2.723168898222379
sentinel1_palsar_sentinel2,2500,4,42,2500,19659,0.05944786729687823,80.89984360053127,54.76548125522808,2.7161077195268652
alphaearth,2500,4,42,2500,19659,0.12257561298696973,78.13778504842142,52.141855400668625,3.3592480012938077
dem,2500,4,43,2500,19659,0.017524300488235722,82.68317679540576,56.901084419438305,-1.6711444700138958
sentinel1_c,2500,4,43,2500,19659,0.03538496725519258,81.9281708198338,55.77797351823789,-1.9541692408894284
palsar_l,2500,4,43,2500,19659,0.02674621424891399,82.29421305321091,56.158532847954795,-1.5821330595389367
sentinel1_c_palsar_l,2500,4,43,2500,19659,0.043163671513311686,81.59716570852184,55.31332483726701,-1.8070633444668276
sentinel1_sentinel2,2500,4,43,2500,19659,0.06906927623214298,80.48499614576811,54.27072694103615,-1.188414352281243
palsar_sentinel2,2500,4,43,2500,19659,0.061825682616704514,80.7975172039306,54.64939979540989,-0.938756963745172
sentinel1_palsar_sentinel2,2500,4,43,2500,19659,0.07101229567948453,80.40095895893711,54.163886071844516,-1.3288333802162162
alphaearth,2500,4,43,2500,19659,0.14168144647255232,77.28238137642894,50.88916669470192,-1.1323385497756473
dem,2500,4,44,2500,19659,0.009754295857661854,83.00948687517372,56.9357725183764,-0.06340115161245857
sentinel1_c,2500,4,44,2500,19659,0.03235233338886956,82.05685592359457,55.85306382450057,0.020340735302000187
palsar_l,2500,4,44,2500,19659,0.017885081992170426,82.66799407894656,56.32553514117003,-0.5545170761009081
sentinel1_c_palsar_l,2500,4,44,2500,19659,0.03596613939654236,81.90348659720215,55.57073375388396,-0.03234690995893049
sentinel1_sentinel2,2500,4,44,2500,19659,0.05220250120965264,81.21084416493483,54.86694274095092,0.7907457394221932
palsar_sentinel2,2500,4,44,2500,19659,0.045477093424073134,81.4984639222743,55.14615391307831,0.7250965092448279
sentinel1_palsar_sentinel2,2500,4,44,2500,19659,0.054950138940614957,81.09304477616371,54.736374226574355,0.8035132302090794
alphaearth,2500,4,44,2500,19659,0.12733652851778932,77.92550841080279,51.842395978730586,1.27521351192489
