year,spatial_block_id,raw_qa_valid_n,new_sampled_n,sampling_fraction,max_per_block_year,seed
2021,EPSG5070_50KM_24_25,16217,200,0.012332737251032866,200,42
2021,EPSG5070_50KM_24_26,11180,200,0.017889087656529516,200,42
2021,EPSG5070_50KM_24_27,9466,200,0.021128248468201986,200,42
2021,EPSG5070_50KM_24_28,16000,200,0.0125,200,42
2021,EPSG5070_50KM_25_18,6151,200,0.03251503820516989,200,42
2021,EPSG5070_50KM_25_19,15629,200,0.012796724038646106,200,42
2021,EPSG5070_50KM_25_20,10506,200,0.019036740909956214,200,42
2021,EPSG5070_50KM_25_21,10601,200,0.018866144703329875,200,42
2021,EPSG5070_50KM_25_22,14472,200,0.013819789939192924,200,42
2021,EPSG5070_50KM_25_23,9915,200,0.020171457387796268,200,42
2021,EPSG5070_50KM_25_24,11414,200,0.017522340984755563,200,42
2021,EPSG5070_50KM_25_25,10144,200,0.01971608832807571,200,42
2021,EPSG5070_50KM_25_26,18294,200,0.010932546190007653,200,42
2021,EPSG5070_50KM_25_27,17237,200,0.011602947148575737,200,42
2021,EPSG5070_50KM_25_28,11187,200,0.017877893984088674,200,42
2021,EPSG5070_50KM_26_18,10444,200,0.019149751053236307,200,42
2021,EPSG5070_50KM_26_19,17268,200,0.011582117211026175,200,42
2021,EPSG5070_50KM_26_20,10651,200,0.018777579569993427,200,42
2021,EPSG5070_50KM_26_21,22682,200,0.008817564588660612,200,42
2021,EPSG5070_50KM_26_22,8417,200,0.023761435190685517,200,42
2021,EPSG5070_50KM_26_23,14385,200,0.013903371567605145,200,42
2021,EPSG5070_50KM_26_24,5071,200,0.03943995267205679,200,42
2021,EPSG5070_50KM_26_25,14360,200,0.013927576601671309,200,42
2021,EPSG5070_50KM_26_26,9386,200,0.021308331557639035,200,42
2021,EPSG5070_50KM_26_27,16264,200,0.012297097884899164,200,42
2021,EPSG5070_50KM_26_28,13236,200,0.015110305228165609,200,42
2021,EPSG5070_50KM_27_19,9408,200,0.021258503401360544,200,42
2021,EPSG5070_50KM_27_20,13765,200,0.01452960406828914,200,42
2021,EPSG5070_50KM_27_21,9689,200,0.020641965115078955,200,42
2021,EPSG5070_50KM_27_22,20325,200,0.00984009840098401,200,42
2021,EPSG5070_50KM_27_23,7124,200,0.02807411566535654,200,42
2021,EPSG5070_50KM_27_24,5771,200,0.03465603881476347,200,42
2021,EPSG5070_50KM_27_25,8603,200,0.02324770428920144,200,42
2021,EPSG5070_50KM_27_26,5692,200,0.035137034434293744,200,42
2021,EPSG5070_50KM_27_27,4741,200,0.04218519299725796,200,42
2021,EPSG5070_50KM_27_28,5719,200,0.03497114880223815,200,42
2021,EPSG5070_50KM_28_21,510,200,0.39215686274509803,200,42
2021,EPSG5070_50KM_28_22,4804,200,0.041631973355537054,200,42
2021,EPSG5070_50KM_28_23,11010,200,0.018165304268846504,200,42
2021,EPSG5070_50KM_28_24,16877,200,0.011850447354387629,200,42
2021,EPSG5070_50KM_28_25,10640,200,0.018796992481203006,200,42
2021,EPSG5070_50KM_28_26,9019,200,0.022175407473112318,200,42
2021,EPSG5070_50KM_28_27,4618,200,0.043308791684711995,200,42
2021,EPSG5070_50KM_28_28,6955,200,0.02875629043853343,200,42
2021,EPSG5070_50KM_29_23,6419,200,0.031157501168406293,200,42
2021,EPSG5070_50KM_29_24,14730,200,0.013577732518669382,200,42
2021,EPSG5070_50KM_29_25,9733,200,0.020548648926333093,200,42
2021,EPSG5070_50KM_29_26,6392,200,0.03128911138923655,200,42
2021,EPSG5070_50KM_29_27,12679,200,0.015774114677813707,200,42
2021,EPSG5070_50KM_29_28,6733,200,0.029704440813901677,200,42
2021,EPSG5070_50KM_30_24,2704,200,0.07396449704142012,200,42
2021,EPSG5070_50KM_30_25,14358,200,0.013929516645772392,200,42
2021,EPSG5070_50KM_30_26,14426,200,0.013863856924996533,200,42
2021,EPSG5070_50KM_30_27,12286,200,0.016278691193228063,200,42
2021,EPSG5070_50KM_30_28,898,200,0.22271714922049,200,42
2021,EPSG5070_50KM_31_25,248,200,0.8064516129032258,200,42
2021,EPSG5070_50KM_31_26,6767,200,0.02955519432540269,200,42
2021,EPSG5070_50KM_31_27,4049,200,0.04939491232403063,200,42
2022,EPSG5070_50KM_18_26,175,175,1.0,200,42
2022,EPSG5070_50KM_18_27,2379,200,0.08406893652795293,200,42
2022,EPSG5070_50KM_19_23,1417,200,0.14114326040931546,200,42
2022,EPSG5070_50KM_19_24,4936,200,0.04051863857374392,200,42
2022,EPSG5070_50KM_19_25,6028,200,0.033178500331785,200,42
2022,EPSG5070_50KM_19_26,22603,200,0.008848382958014423,200,42
2022,EPSG5070_50KM_19_27,10546,200,0.018964536317087048,200,42
2022,EPSG5070_50KM_20_18,364,200,0.5494505494505495,200,42
2022,EPSG5070_50KM_20_19,4449,200,0.04495392222971454,200,42
2022,EPSG5070_50KM_20_20,3983,200,0.05021340697966357,200,42
2022,EPSG5070_50KM_20_21,4439,200,0.04505519261094841,200,42
2022,EPSG5070_50KM_20_22,9206,200,0.021724961981316532,200,42
2022,EPSG5070_50KM_20_23,13644,200,0.01465845793022574,200,42
2022,EPSG5070_50KM_20_24,13122,200,0.015241579027587259,200,42
2022,EPSG5070_50KM_20_25,17215,200,0.011617775196049956,200,42
2022,EPSG5070_50KM_20_26,15080,200,0.013262599469496022,200,42
2022,EPSG5070_50KM_20_27,10474,200,0.019094901661256443,200,42
2022,EPSG5070_50KM_21_18,7042,200,0.028401022436807723,200,42
2022,EPSG5070_50KM_21_19,17427,200,0.011476444597463706,200,42
2022,EPSG5070_50KM_21_20,10295,200,0.01942690626517727,200,42
2022,EPSG5070_50KM_21_21,14431,200,0.013859053426650959,200,42
2022,EPSG5070_50KM_21_22,16237,200,0.012317546344768122,200,42
2022,EPSG5070_50KM_21_23,11906,200,0.016798252981689903,200,42
2022,EPSG5070_50KM_21_24,21346,200,0.0093694368968425,200,42
2022,EPSG5070_50KM_21_25,15766,200,0.012685525815045033,200,42
2022,EPSG5070_50KM_21_26,15336,200,0.013041210224308816,200,42
2022,EPSG5070_50KM_21_27,14861,200,0.013458044546127448,200,42
2022,EPSG5070_50KM_22_18,5152,200,0.03881987577639751,200,42
2022,EPSG5070_50KM_22_19,10814,200,0.018494544109487702,200,42
2022,EPSG5070_50KM_22_20,13841,200,0.014449822989668376,200,42
2022,EPSG5070_50KM_22_21,17734,200,0.01127777151234916,200,42
2022,EPSG5070_50KM_22_22,18537,200,0.010789232346118574,200,42
2022,EPSG5070_50KM_22_23,13753,200,0.01454228168399622,200,42
2022,EPSG5070_50KM_22_24,21381,200,0.009354099434076984,200,42
2022,EPSG5070_50KM_22_25,19276,200,0.010375596596804317,200,42
