representation,model,config,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,Bias_mean,Bias_std,N_sum
alphaearth,mean,train_mean,-0.0003547442568298642,0.0004943326780211902,106.15542381204348,2.4258045738550704,82.81725553340632,1.524101770875865,0.01630536017692592,2.2382718980585863,124303
alphaearth,random_forest,rf_half,0.5791608868404226,0.02798296339377215,68.85128099646563,3.5148579391741275,42.00734983524573,0.3930021002908085,1.0428857117991615,0.881769192497955,124303
alphaearth,ridge,ridge_alpha10,0.5660982671509711,0.030606643523390552,69.91012422180393,3.711772520808496,44.13200821188467,0.7577604297446444,0.13041977606737104,1.0285417717918592,124303
alphaearth,xgboost,xgb_depth6,0.5809932503467039,0.02888929352879926,68.70051694184261,3.598903082355868,41.46347480463614,0.43985242360685833,0.30672048131425467,0.5812538404666621,124303
conventional,mean,train_mean,-0.0003547442568298642,0.0004943326780211902,106.15542381204348,2.4258045738550704,82.81725553340632,1.524101770875865,0.01630536017692592,2.2382718980585863,124303
conventional,random_forest,rf_half,0.43026529224475524,0.026643333860146425,80.1067820712185,2.995296729977328,53.21176234336176,0.2505325752822205,1.138227386096554,1.9727909986891596,124303
conventional,ridge,ridge_alpha10,0.36580030200331226,0.022669488052681867,84.52176810182137,2.792875214896679,58.86104189298577,0.4026417583133433,0.06523900283501959,3.7290251557548526,124303
conventional,xgboost,xgb_depth6,0.4335836293031886,0.025487106618819155,79.87653062683538,3.012141669601874,52.70311072791655,0.19362069287508413,-0.011726207952027511,1.4856824152161359,124303
