method,mean_r2,r2_fold_sd,mean_rmse,rmse_fold_sd,mean_mae,mae_fold_sd
aggregate25,0.5659734921993056,0.04443553903253168,70.12951829651412,5.824288231162425,43.27377765691472,0.6498793718635936
central,0.5673454850113369,0.044516695016960026,70.02028353743354,5.86815195778261,43.105210343091585,0.735072793926993
