shot_number,lon,lat,year,spatial_block_id,spatial_fold,agbd,agbd_se
37850800200254882,-85.54993611055113,34.95461223459588,2019,EPSG5070_50KM_18_27,1,36.41940689086914,10.297986030578612
37850800200254887,-85.54764413260966,34.95636912041093,2019,EPSG5070_50KM_18_27,1,134.471786,10.300352096557615
37850800200254913,-85.53574725099907,34.96547906386312,2019,EPSG5070_50KM_18_27,1,172.383896,10.304149627685549
37850800200254932,-85.52706092214696,34.972127583533805,2019,EPSG5070_50KM_18_27,1,173.764374,10.29966163635254
37850800200254937,-85.52476448510443,34.97388001024781,2019,EPSG5070_50KM_18_27,1,513.555847,10.342785835266112
37850800200254944,-85.521558391447,34.9763325158272,2019,EPSG5070_50KM_18_27,1,165.763062,10.29758071899414
37850800200254959,-85.51469583492575,34.981589795969214,2019,EPSG5070_50KM_18_27,1,43.23342514038086,10.29725170135498
37850800200254961,-85.51377726010874,34.98229433393567,2019,EPSG5070_50KM_18_27,1,174.682068,10.29801082611084
37851100200254881,-85.59125414091237,34.91522945409184,2019,EPSG5070_50KM_18_27,1,250.089127,10.309466361999512
37851100200254895,-85.58486424910278,34.92014338345274,2019,EPSG5070_50KM_18_27,1,11.02108097076416,10.30703067779541
37851100200254902,-85.58166707364745,34.92260034813319,2019,EPSG5070_50KM_18_27,1,10.78293228149414,10.307167053222656
37851100200254905,-85.58029812962404,34.9236526959818,2019,EPSG5070_50KM_18_27,1,10.748053550720217,10.30724811553955
37851100200254927,-85.57024285674852,34.93137139990532,2019,EPSG5070_50KM_18_27,1,169.774612,10.298506736755373
37851100200254934,-85.56704122219215,34.9338239054847,2019,EPSG5070_50KM_18_27,1,173.829758,10.299118041992188
37851100200254935,-85.56658193478364,34.93417171536689,2019,EPSG5070_50KM_18_27,1,207.816605,10.301339149475098
37851100200254938,-85.56521299076024,34.93522852231654,2019,EPSG5070_50KM_18_27,1,156.182999,10.2970552444458
37851100200254945,-85.56200243800176,34.93768102789594,2019,EPSG5070_50KM_18_27,1,357.63681,10.311710357666016
37851100200254948,-85.5606201166752,34.938733375744555,2019,EPSG5070_50KM_18_27,1,434.416382,10.326210975646973
37851100200254956,-85.55698149021558,34.94154260940822,2019,EPSG5070_50KM_18_27,1,229.430634,10.303030014038086
37851100200254961,-85.554680594072,34.94329503612224,2019,EPSG5070_50KM_18_27,1,480.258118,10.328065872192385
37851100200254974,-85.54876782607514,34.947856696499905,2019,EPSG5070_50KM_18_27,1,254.969101,10.308561325073242
37851100200254976,-85.54785371035918,34.94855677536529,2019,EPSG5070_50KM_18_27,1,262.214935,10.308749198913574
37851100200254978,-85.54694405374427,34.94925685423068,2019,EPSG5070_50KM_18_27,1,133.689941,10.298158645629885
37851100200254980,-85.54602547892726,34.94996139219713,2019,EPSG5070_50KM_18_27,1,303.572235,10.31392765045166
37851100200255003,-85.53549308223903,34.95803236510387,2019,EPSG5070_50KM_18_27,1,137.183975,10.297443389892578
37851100200255007,-85.53366485080711,34.95943252283464,2019,EPSG5070_50KM_18_27,1,44.88572311401367,10.297307014465332
37851100200255020,-85.52771641000182,34.96398080590916,2019,EPSG5070_50KM_18_27,1,13.398961067199709,10.305505752563477
37851100200255028,-85.52405548803694,34.96678112137072,2019,EPSG5070_50KM_18_27,1,223.775925,10.300862312316896
37851100200255057,-85.51078520330188,34.97693895357047,2019,EPSG5070_50KM_18_27,1,181.576981,10.301088333129885
37851100200255069,-85.50529159080403,34.981143885863865,2019,EPSG5070_50KM_18_27,1,151.846802,10.296262741088867
37851100200255072,-85.50392264678062,34.982196233712486,2019,EPSG5070_50KM_18_27,1,190.129105,10.30373191833496
43391100300415598,-85.48734370906391,34.97682301694309,2019,EPSG5070_50KM_18_27,1,22.668922424316406,10.301133155822754
34490800200250764,-85.27973688221758,33.360858172477464,2019,EPSG5070_50KM_19_23,0,124.728592,10.295055389404297
34490800200250769,-85.27754300449928,33.362655190202,2019,EPSG5070_50KM_19_23,0,20.862756729125977,10.30156135559082
34490800200250776,-85.27446176567135,33.36516566409509,2019,EPSG5070_50KM_19_23,0,271.414886,10.309040069580078
34491100200250838,-85.2773111312445,33.35570345165968,2019,EPSG5070_50KM_19_23,0,147.840988,10.29562282562256
34491100200250842,-85.2755497863284,33.35713928219889,2019,EPSG5070_50KM_19_23,0,152.741745,10.29778003692627
34491100200250847,-85.27335144950905,33.35893184082237,2019,EPSG5070_50KM_19_23,0,308.385162,10.308707237243652
34491100200250848,-85.27291445760581,33.3592930280077,2019,EPSG5070_50KM_19_23,0,14.383545875549316,10.304835319519045
34491100200250851,-85.27159902279504,33.36037213046264,2019,EPSG5070_50KM_19_23,0,10.46188259124756,10.307353019714355
34491100200250858,-85.26851778396711,33.362882604355725,2019,EPSG5070_50KM_19_23,0,333.5595703125,10.320181846618652
